rainfall,temperature,humidity,river_level,latitude,longitude,flood_risk
112.36203565420875,24.84088800693605,56.15485729266889,7.495053655935802,29.169951018709142,70.678754339001,Medium
285.21429192297484,26.835891484375537,53.303846736198224,11.201201587688914,13.350847872362635,69.76185815805258,High
219.59818254342153,36.36368483005451,42.33077387520021,8.440001709844998,18.0525511367267,85.52156657156625,High
179.59754525911097,23.500109651497304,72.50866690710416,1.2495387466769459,27.23513846887673,96.0173733522899,Low
46.80559213273096,36.74124212030428,63.36369123560402,2.783703551753331,21.98059099120992,82.57891795968699,Low
46.798356100860794,17.203360774417288,90.59906946268026,3.289922760463787,29.41856012041192,69.49394155223985,Low
17.42508365045984,34.419960930215765,32.24767063374408,3.8679638046726734,35.87502913546293,74.41534102624622,Low
259.85284373248055,36.18869082636841,75.07075492885885,8.481050879257564,11.379853943740727,75.09899428605735,High
180.33450352296265,19.54544132093347,83.40642149580927,7.559486697380902,28.577463775543766,77.79785674497155,Medium
212.42177333881364,25.75866330930501,83.16405984318149,3.0474005754631337,14.679980513331321,69.26449812400017,Medium
6.175348288740734,19.13749436659139,92.02517769668675,1.0133226518353062,20.01982509481951,94.24188831443956,Low
290.9729556485983,32.66510322485544,81.03236199806459,2.571483067120771,8.953019048059055,82.95135439692336,Medium
249.7327922401265,28.383694201541417,94.94670431533874,14.765719689279049,11.94131408648827,87.45699299566917,High
63.701733203482846,30.883083667708025,53.2859619874624,7.028204246872084,17.27354138241809,69.94801226995526,Medium
54.54749016213019,19.912174173905278,65.22465917260801,13.010182570531686,17.91758835335156,69.56934856630583,Medium
55.02135295603014,20.293646551310488,30.985576429802347,12.73128700003265,34.087971277400776,85.00756538917587,Medium
91.27267288786132,16.03743313774766,30.487031111230387,7.672793361943105,29.512574368728938,93.73158430462203,Medium
157.42692948967135,23.051688379893243,46.8088634316064,10.600315626908152,36.1933060774242,83.32597802782686,High
129.58350559263474,28.99361653334187,37.05650379973597,2.8912801561906845,25.373073799721976,93.45675600453207,Low
87.36874205941257,36.44837284993322,48.21479575550275,10.325950573903624,15.00969823064822,91.51874691860195,Medium
183.55586841671385,31.673186186467017,42.393030616987815,4.085768688949343,17.501995867727643,70.1997597880527,Medium
41.84815819561255,25.884908084993786,31.996401738705377,12.480931451312262,17.275241775467045,73.856766757185,Medium
87.64339456056544,38.82800285985344,93.65129024842346,1.2558619966336488,17.468335502234297,87.07360940550493,Low
109.90855298810752,32.981130014395795,30.575619197222405,11.597080093279162,27.515961020242653,80.8615400939512,High
136.82099526511078,38.25413007156375,81.52575010359598,1.499053598529293,23.393429914622068,76.4302945957607,Low
235.55278841790408,28.189699331804142,40.650352084366155,13.217838553414634,19.177301164512684,80.14038182539139,High
59.90213464750792,21.47260686982849,93.856073539972,4.563067772025056,12.32360329313278,80.91078974184839,Low
154.27033152408347,16.32066715911805,92.495715771292,9.81590047245862,8.64203572532223,94.4060152738263,High
177.72437065861274,33.152121287096264,75.773080245848,7.312534179304198,14.346205650043085,71.00029022744364,Medium
13.935123815999317,18.032574950138354,77.05639048604236,5.494547178935084,11.116670715091757,76.11219165742084,Low
182.26345557043152,22.56937820679918,30.3737399378782,9.681627497752446,30.77790589471494,83.5893796808987,Medium
51.15723710618746,28.311772697097435,98.94100962795214,14.21284470826857,11.262440776602677,88.25032087228716,Medium
19.515477895583857,29.11041469449369,91.44828225030702,0.6190462106193279,29.00261888189825,86.28848137981807,Low
284.66566117599996,30.0145799246784,92.65743580110644,13.782792838246564,19.184102003506396,95.30763939438444,High
289.6896099223678,19.156383258742515,76.14711759356103,9.136224825315203,10.127973302569503,91.07265881976473,High
242.51920443493833,24.49343512054122,54.13508500581756,12.109714511535785,31.569171433515987,84.15522841725848,High
91.3841307520112,30.429855677924166,92.55540543633366,5.758124301514163,24.809286536861787,74.22579805853172,Low
29.30163420191516,39.24547161584462,50.40618497058347,7.077644622564206,14.837083873043618,81.07535271066496,Low
205.26990795364708,33.19077844249222,69.38980803395421,13.03276127701746,33.94575405564737,88.10808508163984,High
